,Ticker,Indicador,ATUAL,2021,2020,2019,2018,2017,2016,2015,2014,2013,Setor
27,CARD3,Giro ativos ,"0,90","0,90","0,85","0,87","1,07","1,22","1,31","1,23","1,12","1,02",Serviços Diversos
28,CARD3,CAGR Receitas 5 anos ,"1,99%","1,99%","-0,29%","1,77%","3,54%","5,47%","3,22%","3,88%","0,12%","-0,61%",Serviços Diversos
29,CARD3,CAGR Lucros 5 anos ,"11,62%","11,62%","19,73%","18,99%","183,53%","15,29%","9,04%","-10,47%","-7,91%","-52,77%",Serviços Diversos
0,CASH3,D.Y ,"0,30%","1,14%",-%,-%,-%,-%,,,,,Programas e Serviços
1,CASH3,P/L ,"-43,79","-68,87","96,19",-,-,-,,,,,Programas e Serviços
2,CASH3,PEG Ratio ,"0,20","0,24",-,-,-,-,,,,,Programas e Serviços
3,CASH3,P/VP ,"2,38","3,74","5,34",-,-,-,,,,,Programas e Serviços
4,CASH3,EV/EBITDA ,-,-,-,-,-,-,,,,,Programas e Serviços
5,CASH3,EV/EBIT ,"-16,84","-30,82","55,01",-,-,-,,,,,Programas e Serviços
6,CASH3,P/EBITDA ,-,-,-,-,-,-,,,,,Programas e Serviços
7,CASH3,P/EBIT ,"-24,40","-38,38","66,63",-,-,-,,,,,Programas e Serviços
8,CASH3,VPA ,"0,87","0,87","2,81",-,-,-,,,,,Programas e Serviços
9,CASH3,P/Ativo ,"1,83","2,88","5,03",-,-,-,,,,,Programas e Serviços
10,CASH3,LPA ,"-0,05","-0,05","0,16",-,-,-,,,,,Programas e Serviços
11,CASH3,P/SR ,"6,28","9,88","15,13",-,-,-,,,,,Programas e Serviços
12,CASH3,P/Cap. Giro ,"2,91","4,57","5,66",-,-,-,,,,,Programas e Serviços
13,CASH3,P/Ativo Circ. Liq. ,"-7,02","-11,05","-84,26",-,-,-,,,,,Programas e Serviços
14,CASH3,Dív. líquida/PL ,"-0,74","-0,76","-0,93",-,-,"-1,20",,,,,Programas e Serviços
15,CASH3,Dív. líquida/EBITDA ,-,-,-,-,-,-,,,,,Programas e Serviços
16,CASH3,Dív. líquida/EBIT ,"7,56","7,56","-11,62","0,00","0,00","1,08",,,,,Programas e Serviços
17,CASH3,PL/Ativos ,"0,77","0,75","0,94","0,00","0,00","0,65",,,,,Programas e Serviços
18,CASH3,Passivos/Ativos ,"0,23","0,23","0,05","0,00","0,00","0,35",,,,,Programas e Serviços
19,CASH3,Liq. corrente ,"6,82","6,82","18,49",-,-,"2,57",,,,,Programas e Serviços
20,CASH3,M. Bruta ,"-25,75%","-25,75%","22,71%","10,56%","-17,34%","-65,85%",,,,,Programas e Serviços
21,CASH3,M. EBITDA ,-%,-%,-%,-%,-%,-%,,,,,Programas e Serviços
22,CASH3,M. EBIT ,"-25,75%","-25,75%","22,71%","10,56%","-17,34%","-66,18%",,,,,Programas e Serviços
23,CASH3,M. Líquida ,"-14,35%","-14,35%","15,73%","18,45%","-16,88%","-62,83%",,,,,Programas e Serviços
24,CASH3,ROE ,"-5,44%","-5,57%","5,56%",-%,-%,"-105,89%",,,,,Programas e Serviços
25,CASH3,ROA ,"-4,19%","-4,19%","5,23%","39,76%","-35,91%","-69,25%",,,,,Programas e Serviços
26,CASH3,ROIC ,"-12,16%","-12,16%","5,56%",-%,-%,"-111,54%",,,,,Programas e Serviços
27,CASH3,Giro ativos ,"0,29","0,29","0,33","2,16","2,13","1,10",,,,,Programas e Serviços
28,CASH3,CAGR Receitas 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Programas e Serviços
29,CASH3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,,,,,Programas e Serviços
0,CASN3,D.Y ,"0,23%",-%,-%,-%,-%,-%,-%,-%,-%,-%,Água e Saneamento
1,CASN3,P/L ,"97,32",-,-,-,-,-,-,-,-,-,Água e Saneamento
2,CASN3,PEG Ratio ,"4,88",-,-,-,-,-,-,-,-,-,Água e Saneamento
3,CASN3,P/VP ,"7,85",-,-,-,-,-,-,-,-,-,Água e Saneamento
4,CASN3,EV/EBITDA ,"30,33",-,-,-,-,-,-,-,-,-,Água e Saneamento
5,CASN3,EV/EBIT ,"41,47",-,-,-,-,-,-,-,-,-,Água e Saneamento
6,CASN3,P/EBITDA ,"34,49",-,-,-,-,-,-,-,-,-,Água e Saneamento
7,CASN3,P/EBIT ,"47,14",-,-,-,-,-,-,-,-,-,Água e Saneamento
8,CASN3,VPA ,"1,91","1,91","1,76","1,76","1,74","1,83","1,87","1,79","1,79","1,71",Água e Saneamento
9,CASN3,P/Ativo ,"3,36",-,-,-,-,-,-,-,-,-,Água e Saneamento
10,CASN3,LPA ,"0,15","0,15","0,15","0,17","-0,17","-0,04","0,04","0,02","0,10","0,06",Água e Saneamento
11,CASN3,P/SR ,"10,78",-,-,-,-,-,-,-,-,-,Água e Saneamento
12,CASN3,P/Cap. Giro ,"359,05",-,-,-,-,-,-,-,-,-,Água e Saneamento
13,CASN3,P/Ativo Circ. Liq. ,"-3,84",-,-,-,-,-,-,-,-,-,Água e Saneamento
14,CASN3,Dív. líquida/PL ,"0,79","0,79","1,01","0,88","0,86","0,74","0,63","0,47","0,28","0,17",Água e Saneamento
15,CASN3,Dív. líquida/EBITDA ,"3,49","3,49","3,58","3,02",-,-,-,-,-,-,Água e Saneamento
16,CASN3,Dív. líquida/EBIT ,"4,77","4,77","4,83","4,06","-15,97","27,20","5,24","5,65","1,81","2,03",Água e Saneamento
17,CASN3,PL/Ativos ,"0,43","0,43","0,35","0,35","0,37","0,41","0,46","0,48","0,53","0,52",Água e Saneamento
18,CASN3,Passivos/Ativos ,"0,57","0,57","0,65","0,65","0,63","0,59","0,54","0,52","0,47","0,48",Água e Saneamento
19,CASN3,Liq. corrente ,"1,08","1,08","0,87","1,32","0,87","1,37","1,58","1,72","1,75","1,34",Água e Saneamento
20,CASN3,M. Bruta ,"49,62%","49,62%","50,85%","55,08%","55,78%","55,94%","55,04%","51,42%","55,04%","56,47%",Água e Saneamento
21,CASN3,M. EBITDA ,"31,27%","31,27%","32,69%","32,46%",-%,-%,-%,-%,-%,-%,Água e Saneamento
22,CASN3,M. EBIT ,"22,88%","22,88%","24,24%","24,13%","-6,18%","3,46%","17,60%","13,36%","26,71%","15,65%",Água e Saneamento
23,CASN3,M. Líquida ,"11,08%","11,08%","9,84%","10,65%","-10,98%","-2,79%","3,09%","1,37%","10,04%","6,30%",Água e Saneamento
24,CASN3,ROE ,"8,07%","8,07%","8,50%","9,52%","-9,57%","-2,18%","2,12%","0,86%","5,85%","3,41%",Água e Saneamento
25,CASN3,ROA ,"3,45%","3,45%","2,99%","3,36%","-3,58%","-0,88%","0,98%","0,41%","3,10%","1,79%",Água e Saneamento
26,CASN3,ROIC ,"6,77%","6,77%","7,85%","8,24%","-5,96%","1,11%","6,71%","5,22%","8,08%","5,00%",Água e Saneamento
27,CASN3,Giro ativos ,"0,31","0,31","0,30","0,32","0,33","0,32","0,32","0,30","0,31","0,28",Água e Saneamento
28,CASN3,CAGR Receitas 5 anos ,"5,83%","5,83%","7,49%","8,58%","10,47%","10,83%","11,22%","10,26%","9,81%",-%,Água e Saneamento
29,CASN3,CAGR Lucros 5 anos ,"36,60%","36,60%","59,39%","9,88%",-%,-%,"29,13%",-%,"16,94%",-%,Água e Saneamento
0,CATA3,D.Y ,"15,54%",-%,-%,-%,-%,-%,-%,-%,-%,-%,Fios e Tecidos
1,CATA3,P/L ,"0,94",-,-,-,-,-,-,-,-,-,Fios e Tecidos
2,CATA3,PEG Ratio ,"0,00",-,-,-,-,-,-,-,-,-,Fios e Tecidos
3,CATA3,P/VP ,"0,10",-,-,-,-,-,-,-,-,-,Fios e Tecidos
4,CATA3,EV/EBITDA ,"2,85",-,-,-,-,-,-,-,-,-,Fios e Tecidos
5,CATA3,EV/EBIT ,"3,88",-,-,-,-,-,-,-,-,-,Fios e Tecidos
6,CATA3,P/EBITDA ,"0,68",-,-,-,-,-,-,-,-,-,Fios e Tecidos
7,CATA3,P/EBIT ,"0,93",-,-,-,-,-,-,-,-,-,Fios e Tecidos
8,CATA3,VPA ,"1.020,76","1.020,76","907,11","953,53","905,36","932,96","1.008,72","1.004,93","1.049,29","1.011,49",Fios e Tecidos
9,CATA3,P/Ativo ,"0,05",-,-,-,-,-,-,-,-,-,Fios e Tecidos
10,CATA3,LPA ,"110,10","110,10","-48,70","50,18","-27,98","-75,22","12,62","-35,80","79,32","48,64",Fios e Tecidos
11,CATA3,P/SR ,"0,07",-,-,-,-,-,-,-,-,-,Fios e Tecidos
12,CATA3,P/Cap. Giro ,"0,19",-,-,-,-,-,-,-,-,-,Fios e Tecidos
13,CATA3,P/Ativo Circ. Liq. ,"-0,11",-,-,-,-,-,-,-,-,-,Fios e Tecidos
14,CATA3,Dív. líquida/PL ,"0,32","0,32","0,20","0,25","0,32","0,25","0,22","0,30","0,25","0,31",Fios e Tecidos
15,CATA3,Dív. líquida/EBITDA ,"2,17","2,17","-10,18","-6,10",-,-,-,-,-,-,Fios e Tecidos
16,CATA3,Dív. líquida/EBIT ,"2,96","2,96","-3,15","-2,88","-2,70","-1,63","-8,78","-13,36","3,43","8,13",Fios e Tecidos
17,CATA3,PL/Ativos ,"0,53","0,53","0,56","0,60","0,59","0,56","0,56","0,54","0,52","0,54",Fios e Tecidos
18,CATA3,Passivos/Ativos ,"0,47","0,47","0,45","0,41","0,42","0,45","0,45","0,46","0,48","0,47",Fios e Tecidos
19,CATA3,Liq. corrente ,"2,30","2,30","2,22","2,17","2,30","2,02","2,17","2,83","2,64","2,80",Fios e Tecidos
20,CATA3,M. Bruta ,"24,90%","24,90%","17,94%","12,93%","15,19%","11,60%","19,20%","19,31%","23,74%","24,53%",Fios e Tecidos
21,CATA3,M. EBITDA ,"10,38%","10,38%","-1,91%","-3,16%",-%,-%,-%,-%,-%,-%,Fios e Tecidos
22,CATA3,M. EBIT ,"7,61%","7,61%","-6,16%","-6,69%","-8,72%","-11,99%","-1,88%","-1,88%","5,79%","2,98%",Fios e Tecidos
23,CATA3,M. Líquida ,"7,53%","7,53%","-5,09%","4,12%","-2,30%","-6,19%","0,94%","-2,93%","5,95%","3,73%",Fios e Tecidos
24,CATA3,ROE ,"10,79%","10,79%","-5,37%","5,26%","-3,09%","-8,06%","1,25%","-3,56%","7,56%","4,75%",Fios e Tecidos
25,CATA3,ROA ,"5,70%","5,70%","-3,00%","3,16%","-1,81%","-4,49%","0,70%","-1,93%","3,96%","2,55%",Fios e Tecidos
26,CATA3,ROIC ,"7,17%","7,17%","-5,07%","-6,43%","-13,06%","-13,80%","-1,84%","-2,47%","3,59%","1,82%",Fios e Tecidos
27,CATA3,Giro ativos ,"0,76","0,76","0,59","0,77","0,79","0,72","0,74","0,66","0,67","0,68",Fios e Tecidos
28,CATA3,CAGR Receitas 5 anos ,"1,83%","1,83%","-4,76%","-1,79%","-1,38%","-1,78%","-2,80%","-1,53%","2,52%","4,08%",Fios e Tecidos
29,CATA3,CAGR Lucros 5 anos ,"54,22%","54,22%",-%,"-8,75%",-%,-%,"-34,09%",-%,"-5,49%","-5,16%",Fios e Tecidos
0,CBAV3,D.Y ,-%,-%,-%,,,,,,,,Minerais Metálicos
1,CBAV3,P/L ,"19,40","10,96",-,,,,,,,,Minerais Metálicos
2,CBAV3,PEG Ratio ,"-0,12",-,-,,,,,,,,Minerais Metálicos
3,CBAV3,P/VP ,"2,29","1,73",-,,,,,,,,Minerais Metálicos
4,CBAV3,EV/EBITDA ,-,"5,14",-,,,,,,,,Minerais Metálicos
5,CBAV3,EV/EBIT ,"19,51","7,02",-,,,,,,,,Minerais Metálicos
6,CBAV3,P/EBITDA ,-,"4,40",-,,,,,,,,Minerais Metálicos
7,CBAV3,P/EBIT ,"17,35","6,02",-,,,,,,,,Minerais Metálicos
8,CBAV3,VPA ,"7,91","7,91",-,,,,,,,,Minerais Metálicos
9,CBAV3,P/Ativo ,"0,90","0,68",-,,,,,,,,Minerais Metálicos
10,CBAV3,LPA ,"0,93","1,25",-,,,,,,,,Minerais Metálicos
11,CBAV3,P/SR ,"4,47","0,97",-,,,,,,,,Minerais Metálicos
12,CBAV3,P/Cap. Giro ,"4,70","3,55",-,,,,,,,,Minerais Metálicos
13,CBAV3,P/Ativo Circ. Liq. ,"-1,44","-1,08",-,,,,,,,,Minerais Metálicos
14,CBAV3,Dív. líquida/PL ,"0,29","0,30","0,48",,,,,,,,Minerais Metálicos
15,CBAV3,Dív. líquida/EBITDA ,-,"0,74","1,99",,,,,,,,Minerais Metálicos
16,CBAV3,Dív. líquida/EBIT ,"2,19","1,01","3,98",,,,,,,,Minerais Metálicos
17,CBAV3,PL/Ativos ,"0,39","0,38","0,32",,,,,,,,Minerais Metálicos
18,CBAV3,Passivos/Ativos ,"0,61","0,61","0,67",,,,,,,,Minerais Metálicos
19,CBAV3,Liq. corrente ,"2,06","2,06","1,71",,,,,,,,Minerais Metálicos
20,CBAV3,M. Bruta ,"20,01%","19,28%","10,72%",,,,,,,,Minerais Metálicos
21,CBAV3,M. EBITDA ,-%,"21,96%","15,94%",,,,,,,,Minerais Metálicos
22,CBAV3,M. EBIT ,"25,74%","16,07%","7,96%",,,,,,,,Minerais Metálicos
23,CBAV3,M. Líquida ,"23,02%","8,82%","-17,15%",,,,,,,,Minerais Metálicos
24,CBAV3,ROE ,"11,80%","16,51%","-26,04%",,,,,,,,Minerais Metálicos
25,CBAV3,ROA ,"4,65%","6,21%","-8,28%",,,,,,,,Minerais Metálicos
26,CBAV3,ROIC ,"6,37%","16,96%","-5,78%",,,,,,,,Minerais Metálicos
27,CBAV3,Giro ativos ,"0,20","0,70","0,48",,,,,,,,Minerais Metálicos
28,CBAV3,CAGR Receitas 5 anos ,-%,-%,-%,,,,,,,,Minerais Metálicos
29,CBAV3,CAGR Lucros 5 anos ,-%,-%,-%,,,,,,,,Minerais Metálicos
0,CBEE3,D.Y ,"0,32%","0,30%","2,00%","1,23%",-%,-%,-%,"1,33%","3,78%","4,63%",Energia Elétrica
1,CBEE3,P/L ,"63,36","45,95","67,78","11,81","25,20","-982.752,56","-760.341,99","-99.081,55","21.944,99","9.824,21",Energia Elétrica
2,CBEE3,PEG Ratio ,"0,90","0,65",-,-,"-0,09","18.342,18","-1.435,70","839,07","-352,97","2.235,40",Energia Elétrica
3,CBEE3,P/VP ,"1,42","1,03","0,92","0,90","1,23","30.146,52","74.308,17","1.388,96","1.648,77","2.039,66",Energia Elétrica
4,CBEE3,EV/EBITDA ,"10,67","9,25","9,27","6,32",-,-,"421.912,99","8.410,05","4.612,63","5.230,77",Energia Elétrica
5,CBEE3,EV/EBIT ,"20,82","18,05","23,05","10,70","12,19","295.432,30","1.326.906,99","19.802,75","5.993,99","6.764,13",Energia Elétrica
6,CBEE3,P/EBITDA ,"5,17","3,75","4,25","3,03",-,-,"421.905,67","8.404,16","4.610,82","5.229,44",Energia Elétrica
7,CBEE3,P/EBIT ,"10,09","7,32","10,57","5,13","6,94","295.424,50","1.326.883,98","19.788,90","5.991,65","6.762,41",Energia Elétrica
8,CBEE3,VPA ,"15,46","22,28","21,55","21,97","20,98","0,00","0,00","0,00","0,00","0,00",Energia Elétrica
9,CBEE3,P/Ativo ,"0,33","0,24","0,28","0,31","0,45","10.845,99","20.812,88","446,51","685,75","885,80",Energia Elétrica
10,CBEE3,LPA ,"0,35","0,50","0,29","1,68","1,03","0,00","0,00","0,00","0,00","0,00",Energia Elétrica
11,CBEE3,P/SR ,"0,62","0,45","0,53","0,56","0,79","18.957,59","37.758,81","676,11","933,24","1.314,49",Energia Elétrica
12,CBEE3,P/Cap. Giro ,"-3,02","-2,19","13,27","-3,30","-3,76","-191.182,47","-406.975,59","9.720,04","10.698,27","21.363,65",Energia Elétrica
13,CBEE3,P/Ativo Circ. Liq. ,"-0,43","-0,31","-0,40","-0,41","-0,57","-14.105,36","-26.475,93","-628,66","-898,74","-1.119,25",Energia Elétrica
14,CBEE3,Dív. líquida/PL ,"1,51","1,51","1,09","0,98","0,93","0,80","1,29","0,97","0,65","0,52",Energia Elétrica
15,CBEE3,Dív. líquida/EBITDA ,"5,50","5,50","5,02","3,29",-,-,"7,31","5,88","1,81","1,33",Energia Elétrica
16,CBEE3,Dív. líquida/EBIT ,"10,73","10,73","12,48","5,57","5,25","7,80","23,00","13,85","2,35","1,72",Energia Elétrica
17,CBEE3,PL/Ativos ,"0,23","0,23","0,31","0,35","0,36","0,36","0,28","0,32","0,42","0,43",Energia Elétrica
18,CBEE3,Passivos/Ativos ,"0,77","0,77","0,69","0,65","0,64","0,64","0,72","0,68","0,58","0,57",Energia Elétrica
19,CBEE3,Liq. corrente ,"0,69","0,69","1,08","0,72","0,65","0,80","0,81","1,19","1,37","1,25",Energia Elétrica
20,CBEE3,M. Bruta ,"15,08%","15,08%","12,79%","16,48%","16,99%","11,73%","11,35%","9,32%","21,62%","26,41%",Energia Elétrica
21,CBEE3,M. EBITDA ,"12,06%","12,06%","12,53%","18,44%",-%,-%,"8,95%","8,04%","20,24%","25,14%",Energia Elétrica
22,CBEE3,M. EBIT ,"6,18%","6,18%","5,04%","10,90%","11,38%","6,42%","2,85%","3,42%","15,58%","19,44%",Energia Elétrica
23,CBEE3,M. Líquida ,"0,98%","0,98%","0,79%","4,73%","3,14%","-1,93%","-4,97%","-0,68%","4,25%","13,38%",Energia Elétrica
24,CBEE3,ROE ,"2,25%","2,25%","1,36%","7,63%","4,90%","-3,07%","-9,77%","-1,40%","7,51%","20,76%",Energia Elétrica
25,CBEE3,ROA ,"0,51%","0,51%","0,42%","2,64%","1,77%","-1,10%","-2,74%","-0,45%","3,12%","9,02%",Energia Elétrica
26,CBEE3,ROIC ,"5,26%","5,26%","3,50%","6,53%","7,36%","4,61%","0,60%","3,38%","13,87%","12,11%",Energia Elétrica
27,CBEE3,Giro ativos ,"0,52","0,52","0,53","0,56","0,56","0,57","0,55","0,66","0,73","0,67",Energia Elétrica
28,CBEE3,CAGR Receitas 5 anos ,"13,66%","13,66%","3,81%","5,20%","7,24%","7,66%","6,16%","10,36%","7,77%",-%,Energia Elétrica
29,CBEE3,CAGR Lucros 5 anos ,-%,-%,-%,"7,47%","-19,77%",-%,-%,-%,"-11,60%",-%,Energia Elétrica
0,CCRO3,D.Y ,"0,56%","1,43%","3,58%","4,02%","5,30%","3,94%","4,44%","4,74%","5,15%","4,15%",Exploração de Rodovias
1,CCRO3,P/L ,"39,20","33,66","142,43","26,66","28,90","18,15","16,44","25,34","20,17","23,22",Exploração de Rodovias
2,CCRO3,PEG Ratio ,"0,15","0,13",-,-,"-0,51","3,72","0,17","-0,72","-126,75","1,57",Exploração de Rodovias
3,CCRO3,P/VP ,"3,18","2,73","3,51","4,71","2,75","4,00","7,22","5,86","7,84","9,13",Exploração de Rodovias
4,CCRO3,EV/EBITDA ,"7,11","6,53","9,18","9,54","9,59","8,94",-,"9,71","10,25","11,99",Exploração de Rodovias
5,CCRO3,EV/EBIT ,"13,26","12,18","20,10","14,77","15,59","11,47","9,66","12,46","12,60","14,08",Exploração de Rodovias
6,CCRO3,P/EBITDA ,"4,01","3,45","6,11","6,98","5,93","6,52",-,"6,33","7,73","9,80",Exploração de Rodovias
7,CCRO3,P/EBIT ,"7,49","6,43","13,37","10,81","9,63","8,37","6,55","8,12","9,50","11,51",Exploração de Rodovias
8,CCRO3,VPA ,"4,24","4,24","3,83","4,03","4,08","4,04","2,21","2,14","1,96","1,95",Exploração de Rodovias
9,CCRO3,P/Ativo ,"0,66","0,57","0,81","1,15","0,73","1,07","1,15","1,02","1,58","2,24",Exploração de Rodovias
10,CCRO3,LPA ,"0,34","0,34","0,09","0,71","0,39","0,89","0,97","0,50","0,76","0,77",Exploração de Rodovias
11,CCRO3,P/SR ,"2,23","1,91","2,75","3,62","2,33","3,09","2,82","2,61","3,68","5,21",Exploração de Rodovias
12,CCRO3,P/Cap. Giro ,"13,26","11,38","54,00","62,58","-71,84","63,65","-9,61","-5,89","-13,72","-20,62",Exploração de Rodovias
13,CCRO3,P/Ativo Circ. Liq. ,"-0,82","-0,70","-1,07","-1,47","-0,87","-1,35","-1,39","-1,23","-1,85","-2,57",Exploração de Rodovias
14,CCRO3,Dív. líquida/PL ,"2,45","2,54","1,77","1,72","1,70","1,48","3,42","3,13","2,55","2,04",Exploração de Rodovias
15,CCRO3,Dív. líquida/EBITDA ,"3,09","3,09","3,07","2,56","3,67","2,41",-,"3,38","2,52","2,19",Exploração de Rodovias
16,CCRO3,Dív. líquida/EBIT ,"5,76","5,76","6,73","3,96","5,96","3,10","3,11","4,34","3,10","2,57",Exploração de Rodovias
17,CCRO3,PL/Ativos ,"0,21","0,20","0,23","0,24","0,27","0,27","0,16","0,17","0,20","0,24",Exploração de Rodovias
18,CCRO3,Passivos/Ativos ,"0,79","0,79","0,76","0,75","0,73","0,72","0,83","0,82","0,79","0,75",Exploração de Rodovias
19,CCRO3,Liq. corrente ,"1,35","1,35","1,07","1,09","0,94","1,09","0,59","0,50","0,56","0,55",Exploração de Rodovias
20,CCRO3,M. Bruta ,"37,92%","37,92%","34,64%","42,40%","39,77%","37,30%","34,31%","38,08%","43,50%","53,37%",Exploração de Rodovias
21,CCRO3,M. EBITDA ,"55,50%","55,50%","45,06%","51,83%","39,29%","47,36%",-%,"41,30%","47,58%","53,20%",Exploração de Rodovias
22,CCRO3,M. EBIT ,"29,75%","29,75%","20,58%","33,50%","24,18%","36,90%","43,04%","32,19%","38,71%","45,29%",Exploração de Rodovias
23,CCRO3,M. Líquida ,"5,68%","5,68%","1,93%","13,58%","8,06%","17,02%","17,15%","10,31%","18,23%","22,45%",Exploração de Rodovias
24,CCRO3,ROE ,"8,12%","8,42%","2,47%","17,67%","9,51%","22,03%","43,90%","23,12%","38,88%","39,32%",Exploração de Rodovias
25,CCRO3,ROA ,"1,68%","1,68%","0,57%","4,32%","2,54%","5,87%","6,98%","4,03%","7,83%","9,63%",Exploração de Rodovias
26,CCRO3,ROIC ,"7,27%","7,27%","5,17%","9,71%","6,35%","11,69%","17,08%","12,75%","15,90%","17,03%",Exploração de Rodovias
27,CCRO3,Giro ativos ,"0,30","0,30","0,30","0,32","0,32","0,34","0,41","0,39","0,43","0,43",Exploração de Rodovias
28,CCRO3,CAGR Receitas 5 anos ,"4,14%","4,14%","3,13%","7,44%","10,06%","15,57%","14,25%","12,73%","14,14%",-%,Exploração de Rodovias
29,CCRO3,CAGR Lucros 5 anos ,"-16,50%","-16,50%","-26,23%","1,29%","-10,34%","8,83%","13,76%","5,41%","13,74%",-%,Exploração de Rodovias
0,CEAB3,D.Y ,-%,-%,-%,-%,-%,-%,-%,,,,Tecidos. Vestuário e Calçados
1,CEAB3,P/L ,"4,52","5,76","-23,89","35,01",-,-,-,,,,Tecidos. Vestuário e Calçados
2,CEAB3,PEG Ratio ,"-0,02","-0,02",-,-,-,-,-,,,,Tecidos. Vestuário e Calçados
3,CEAB3,P/VP ,"0,50","0,63","1,50","2,89",-,-,-,,,,Tecidos. Vestuário e Calçados
4,CEAB3,EV/EBITDA ,"5,34","6,54","44,77",-,-,-,-,,,,Tecidos. Vestuário e Calçados
5,CEAB3,EV/EBIT ,"19,54","23,93","-22,38","22,11",-,-,-,,,,Tecidos. Vestuário e Calçados
6,CEAB3,P/EBITDA ,"4,38","5,58","48,40",-,-,-,-,,,,Tecidos. Vestuário e Calçados
7,CEAB3,P/EBIT ,"16,01","20,43","-24,19","17,39",-,-,-,,,,Tecidos. Vestuário e Calçados
8,CEAB3,VPA ,"9,72","9,72","8,61","6,20",-,-,-,,,,Tecidos. Vestuário e Calçados
9,CEAB3,P/Ativo ,"0,17","0,22","0,54","1,00",-,-,-,,,,Tecidos. Vestuário e Calçados
10,CEAB3,LPA ,"1,07","1,07","-0,54","0,51",-,-,-,,,,Tecidos. Vestuário e Calçados
11,CEAB3,P/SR ,"0,29","0,37","0,97","1,06",-,-,-,,,,Tecidos. Vestuário e Calçados
12,CEAB3,P/Cap. Giro ,"0,98","1,25","3,13","5,70",-,-,-,,,,Tecidos. Vestuário e Calçados
13,CEAB3,P/Ativo Circ. Liq. ,"-0,31","-0,40","-1,05","5,70",-,-,-,,,,Tecidos. Vestuário e Calçados
14,CEAB3,Dív. líquida/PL ,"0,11","0,11","-0,11","0,42","-0,40","-0,43","-0,59",,,,Tecidos. Vestuário e Calçados
15,CEAB3,Dív. líquida/EBITDA ,"0,96","0,96","-3,63","0,73","-0,79","-0,87","-2,50",,,,Tecidos. Vestuário e Calçados
16,CEAB3,Dív. líquida/EBIT ,"3,50","3,50","1,81","1,10","-1,25","-1,45","64,51",,,,Tecidos. Vestuário e Calçados
17,CEAB3,PL/Ativos ,"0,35","0,35","0,36","0,45","0,32","0,30","0,23",,,,Tecidos. Vestuário e Calçados
18,CEAB3,Passivos/Ativos ,"0,65","0,65","0,64","0,55","0,68","0,70","0,77",,,,Tecidos. Vestuário e Calçados
19,CEAB3,Liq. corrente ,"1,63","1,63","1,56","1.712,99","1,25","1,05","1,23",,,,Tecidos. Vestuário e Calçados
20,CEAB3,M. Bruta ,"46,52%","46,52%","46,42%","48,59%","49,34%","48,09%","41,94%",,,,Tecidos. Vestuário e Calçados
21,CEAB3,M. EBITDA ,"6,59%","6,59%","2,01%","29,55%","10,87%","9,82%","4,08%",,,,Tecidos. Vestuário e Calçados
22,CEAB3,M. EBIT ,"1,80%","1,80%","-4,02%","19,55%","6,90%","5,89%","-0,16%",,,,Tecidos. Vestuário e Calçados
23,CEAB3,M. Líquida ,"6,38%","6,38%","-4,07%","0,02%","3,36%","1,92%","-2,96%",,,,Tecidos. Vestuário e Calçados
24,CEAB3,ROE ,"10,99%","10,99%","-6,27%","0,04%","15,57%","9,63%","-17,10%",,,,Tecidos. Vestuário e Calçados
25,CEAB3,ROA ,"3,79%","3,79%","-2,28%","0,02%","4,99%","2,85%","-3,89%",,,,Tecidos. Vestuário e Calçados
26,CEAB3,ROIC ,"-5,38%","-5,38%","-6,56%","13,47%","27,25%","24,99%","-8,59%",,,,Tecidos. Vestuário e Calçados
27,CEAB3,Giro ativos ,"0,59","0,59","0,56","0,88","1,49","1,48","1,32",,,,Tecidos. Vestuário e Calçados
28,CEAB3,CAGR Receitas 5 anos ,"1,51%","1,51%",-%,-%,-%,-%,-%,,,,Tecidos. Vestuário e Calçados
29,CEAB3,CAGR Lucros 5 anos ,-%,-%,-%,-%,-%,-%,-%,,,,Tecidos. Vestuário e Calçados
0,CEBR3,D.Y ,"105,47%","594,84%","1,33%","0,09%",-%,-%,-%,-%,-%,"15,41%",Energia Elétrica
1,CEBR3,P/L ,"1,04","0,92","4,17","6,59",-,-,"3,71","5,23",-,"-1,54",Energia Elétrica
2,CEBR3,PEG Ratio ,"0,01","0,00",-,-,-,-,"0,01","-0,05",-,"0,01",Energia Elétrica
3,CEBR3,P/VP ,"1,22","1,09","2,65","1,00",-,-,"0,67","0,23",-,"0,48",Energia Elétrica
4,CEBR3,EV/EBITDA ,-,-,-,-,-,-,-,-,-,-,Energia Elétrica
5,CEBR3,EV/EBIT ,"0,30","0,22","14,56","3,22",-,-,"5,19","2,04",-,"-7,63",Energia Elétrica
6,CEBR3,P/EBITDA ,-,-,-,-,-,-,-,-,-,-,Energia Elétrica
7,CEBR3,P/EBIT ,"0,69","0,61","13,72","3,10",-,-,"3,14","0,58",-,"-3,55",Energia Elétrica
8,CEBR3,VPA ,"14,68","14,68","47,08","54,38","40,73","43,91","43,03","63,88","19,28","33,58",Energia Elétrica
9,CEBR3,P/Ativo ,"0,86","0,76","0,47","0,21",-,-,"0,13","0,04",-,"0,06",Energia Elétrica
10,CEBR3,LPA ,"17,35","17,35","30,01","8,26","6,24","9,05","7,80","2,77","-17,41","-10,41",Energia Elétrica
